,Title_Review,Stars,Company_name,Recommend,CEO_approval,Business_outlook,Pros,Cons,Employee_seniority,Location,Date,id
88,"['great', 'place', 'learn']",4.0,['amazon'],['positive'],['error'],['error'],"['fast', 'paced', 'lot', 'scale', 'complexity', 'really', 'smart', 'co-worker', 'great', 'pay']","['worklife', 'balance', 'suffer', 'depend', 'team', 'data', 'access', 'process', 'outdated']","['current', 'employee', 'less', '1', 'year']",['toronto'],"['nov.', '24', '2022']",empReview_71363400
89,"['great', 'corporate', 'experience']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['big', 'corp', 'benefit', 'still', 'decent', 'pace', 'work', 'agility']","['still', 'real', 'startup', 'anymore', 'ward', 'mobility', 'still', 'limit']","['former', 'employee', '1', 'year']","['vancouver', 'bc']","['nov.', '22', '2022']",empReview_71321143
90,['ok'],4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['ok.', 'feel', 'neutral']","['job', 'pay', 'bill']","['former', 'employee']",['toronto'],"['nov.', '21', '2022']",empReview_71262781
91,['hand'],5.0,['amazon'],['positive'],['error'],['positive'],"['place', 'people', 'want', 'drive', 'development', 'endless', 'opportunity', 'need', 'one', ""'s"", 'eye', 'open']","['sometimes', 'thing', 'get', 'political', 'decision', 'drive', 'leadership', 'principle', 'create', 'disconnect']","['current', 'employee', '5', 'year']","['vancouver', 'bc']","['nov.', '19', '2022']",empReview_71231531
92,"['work', 'ethic', 'structure', 'need', 'improvement']",3.0,['amazon'],['positive'],['positive'],['positive'],"['many', 'nice', 'associate', 'work', 'also', 'want', 'work', '``', 'pay', 'work', 'require', 'reasonable', 'many', 'little', 'perk', 'advantage', 'room', 'career', 'growth']","['hire', 'lot', 'student', 'definitely', 'pay', 'cheque', 'many', 'new', 'canada', 'entry', 'level', 'position-', 'okay', 'properly', 'train', 'aware', 'work', '``', 'time', 'hang', 'friend', 'phone', 'visit', 'work', 'late', 'stand', 'late', 'return', 'break', 'lack', 'constructive', 'criticism', 'direction', 'keep', 'work', 'task', 'hand', 'management', ""n't"", 'anything', 'verbally', 'ask', 'late', 'work', 'break', 'shift', 'turn', 'blind', 'eye', 'people', 'phone', 'disappear', 'bathroom', 'break', '``', 'many', 'bathroom', 'break', 'require', '4', 'hour', 'shift']","['current', 'employee', '1', 'year']",['nan'],"['dec.', '3', '2022']",empReview_71589857
93,"['recommend', 'long', 'time', 'planning']",3.0,['amazon'],['negative'],['error'],['neutral'],"['flexibility', 'scheduling']","['allow', 'sit', 'reason', 'long', 'time', 'work', '3-4', 'hour', 'break']","['former', 'employee', '1', 'year']",['bolton'],"['dec.', '3', '2022']",empReview_71593213
94,"['good', 'company']",5.0,['amazon'],['neutral'],['positive'],['neutral'],"['benefit', 'professional', 'growth', 'flexible', 'shift']","['lack', 'management', 'work', 'night', 'shift']","['current', 'employee']",['nan'],"['nov.', '18', '2022']",empReview_71220196
95,"['lot', 'opportunity', 'grow', 'right', 'project']",4.0,['amazon'],['positive'],['error'],['negative'],"['senior', 'incredibly', 'talented', 'learn', 'lot', 'work']","['dead-end', 'low', 'impact', 'project', 'career', 'growth', 'limit', 'bad', 'working', 'manager', 'capable', 'assess', 'state', 'work', 'first', 'place', 'backwards', 'idea', 'team', 'project', 'work']","['current', 'employee', '1', 'year']",['nan'],"['nov.', '18', '2022']",empReview_71214361
96,"['overall', 'good', 'place', 'create', 'real', 'customer', 'impact', 'sharpen', 'skill', 'meet', 'great', 'people']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['tech', 'giant', 'great', 'resource', 'large', 'customer', 'base', 'smart', 'people']","['politics', 'middle', 'management', 'many', 'docs', 'write', 'bureaucracy']","['current', 'employee', '3', 'year']",['nan'],"['nov.', '18', '2022']",empReview_71217267
97,"['great', 'place', 'start']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['willing', 'learn', 'give', 'chance', 'grow', 'word']","['pay', 'go', 'together', 'level', 'responsibility']","['current', 'employee', '1', 'year']",['nan'],"['nov.', '19', '2022']",empReview_71224079
98,"['great', 'place', 'work', ""n't"", 'believe', 'horror', 'story']",5.0,['amazon'],['positive'],['error'],['positive'],"['great', 'manager', 'team', 'wlb', 'pay', 'autonomy', 'career', 'growth', 'relevant', 'tech']","['expectation', 'perform', 'high', 'level']","['current', 'employee', 'less', '1', 'year']",['nan'],"['nov.', '17', '2022']",empReview_71177142
99,"['sure', 'question', 'start']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['pretty', 'good', 'resume', 'pay', 'nice']","['heard', 'work', 'life', 'balance', 'great']","['current', 'employee', 'less', '1', 'year']","['vancouver', 'bc']","['nov.', '17', '2022']",empReview_71178928
100,['nice'],4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['well', 'expect', 'work', 'life', 'balance']","['lot', 'operational', 'burden', 'deal']","['current', 'employee', '1', 'year']",['nan'],"['nov.', '17', '2022']",empReview_71187189
101,"['good', 'pay', 'part', 'time', 'job']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['choose', 'shift', 'time', 'preference']","['cancel', 'shift', 'pick']","['current', 'employee', 'less', '1', 'year']","['corsicana', 'tx']","['nov.', '18', '2022']",empReview_71195531
102,"['whs', 'specialist']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['good', 'people', 'growth', 'opportunity', 'look', 'good', 'resume']","['work', 'hierarchical', 'lot', 'people', 'underqualified', 'role']","['former', 'employee']","['patoka', 'il']","['nov.', '18', '2022']",empReview_71206374
103,"['long', 'hour']",3.0,['amazon'],['positive'],['neutral'],['neutral'],"['pay', 'decent', 'especially', 'overtime']","['hour', 'quite', 'long']","['former', 'employee', 'less', '1', 'year']",['nan'],"['dec.', '1', '2022']",empReview_71542122
104,"['great', 'environment', 'growth']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['lot', 'opportunity', 'different', 'department']","['work', 'life', 'balance', 'sometimes']","['current', 'employee', '3', 'year']",['nan'],"['nov.', '16', '2022']",empReview_71145587
105,"['awseome', 'workplace']",5.0,['amazon'],['positive'],['positive'],['positive'],"['-best', 'team', '-manager', 'soo', 'supportive']","['-none', 'already', 'best', 'follow', 'principle']","['current', 'employee', 'less', '1', 'year']",['brampton'],"['nov.', '17', '2022']",empReview_71169726
106,"['great', 'place', 'work']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['great', 'benefit', 'career', 'choice', 'option', 'overtime']","['stressful', 'stay', 'whatever', 'weather', 'condition']","['current', 'employee']",['nan'],"['nov.', '16', '2022']",empReview_71153180
107,"['good', 'company', 'culture']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['learn', 'career', 'growth', 'opportunity']","['work', 'life', 'balance', 'sometimes', 'difficult']","['current', 'employee', '1', 'year']",['nan'],"['nov.', '16', '2022']",empReview_71154214
108,"['overtime', 'pay', 'nice']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['overtime', 'benefit', 'clean', 'work', 'environment']","['foot', 'day', 'bathrooms', 'far', 'away']","['current', 'employee', '1', 'year']",['nan'],"['nov.', '16', '2022']",empReview_71154257
109,"['would', 'recommend']",1.0,['amazon'],['negative'],['negative'],['negative'],"['4', 'day', 'work', 'week', 'nice']","['everything', 'else', 'job']","['former', 'employee', 'less', '1', 'year']",['vaughan'],"['dec.', '21', '2022']",empReview_72051462
110,"['math', 'flow']",4.0,['amazon'],['positive'],['positive'],['positive'],"['high', 'pay', 'good', 'enviornment']","['nothing', 'everything', 'good', 'like', 'work']","['current', 'employee', 'less', '1', 'year']",['ajax'],"['nov.', '15', '2022']",empReview_71114898
111,"['great', 'people', 'work']",4.0,['amazon'],['positive'],['positive'],['error'],"['work', 'incredibly', 'smart', 'people', 'passionate', 'eager', 'learn', 'peer', 'definitely', 'pros', 'bias', 'action', 'emphasis', 'customer', 'work', 'backwards', 'opportunity', 'internal', 'transfer']","['oncall', 'bit', 'tax', 'harm', 'work-life', 'balance', 'depend', 'issue', 'level', 'team', 'experience']","['current', 'employee', '1', 'year']","['vancouver', 'bc']","['nov.', '16', '2022']",empReview_71135268
112,['sde2'],3.0,['amazon'],['negative'],['negative'],['negative'],"['good', 'reputation', 'certain', 'extent']","['bad', 'work', 'life', 'balance']","['current', 'employee']",['nan'],"['nov.', '29', '2022']",empReview_71475773
113,"['amazon', 'warehouse', 'job']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['work', 'culture', 'good', 'salary', 'best', 'benefit']","['long', 'work', 'hour', 'night', 'shift']","['former', 'employee']",['nan'],"['nov.', '15', '2022']",empReview_71095152
114,"['good', 'beginner']",4.0,['amazon'],['positive'],['error'],['error'],"['good', 'pay', 'provide', 'healthcare', 'diversification', 'overtime', 'option']","['rates/targets', 'meet', 'workload', '10-hours', 'shift', 'two', 'quick', 'break', '30', 'minute']","['current', 'employee']",['nan'],"['nov.', '15', '2022']",empReview_71096245
115,"['great', 'place', 'work']",5.0,['amazon'],['positive'],['positive'],['positive'],"['good', 'place', 'work', 'start', 'gain', 'experience', 'area', 'manager', 'coworkers', 'amaze', 'around', 'good', 'time', 'work']","['30', 'minute', 'lunch', 'time', 'short']","['former', 'employee', 'less', '1', 'year']","['calgary', 'ab']","['nov.', '13', '2022']",empReview_71043240
116,"['great', 'place', 'work']",4.0,['amazon'],['positive'],['positive'],['positive'],"['team', 'orient', 'work', 'passionate', 'individual', 'learn', 'something', 'new', 'everyday', 'weekly', 'meeting', 'discus', 'change', 'event', 'develop', 'skill', 'meetings/workshops', 'vast', 'amount', 'resource', 'available', 'day', 'one', 'finally', 'able', 'openly', 'voice', 'opinion']","['look', 'previous', 'job', 'compare', 'honestly', 'could', ""n't"", 'complain', 'feel', 'grateful', 'opportunity', 'give', 'nothing', 'perfect', ""'s"", 'always', 'room', 'improvement', 'overnights', 'tough', 'especially', ""'re"", 'used', 'working', 'day', 'however', 'schedule', 'switch', 'day', 'shift', 'night', 'shift']","['current', 'employee', 'less', '1', 'year']",['nan'],"['nov.', '12', '2022']",empReview_71020172
117,"['shift', 'supervisor']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['dont', 'find', 'pro']","['excellent', 'work', 'environment', 'work', 'team']","['current', 'employee']",['nan'],"['nov.', '13', '2022']",empReview_71031767
118,['good'],5.0,['amazon'],['positive'],['positive'],['positive'],"['good', 'place', 'work']","['nice', 'people', 'work', 'team']","['current', 'employee', 'less', '1', 'year']",['hamilton'],"['nov.', '10', '2022']",empReview_70979132
119,"['hard', 'work']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['people', 'friendly', 'environment', 'friendly']","['hard', 'work', 'demand', 'even', ""'re"", 'trainee']","['former', 'employee', 'less', '1', 'year']",['nan'],"['nov.', '10', '2022']",empReview_70978940
120,"['good', 'general']",4.0,['amazon'],['positive'],['neutral'],['positive'],"['stay', 'two', 'different', 'team', 'good', 'team', 'nice', 'team', 'member', 'lot', 'learn', 'many', 'interesting', 'topic', 'learn']","['aws', 'team', 'heavy', 'oncall']","['current', 'employee', '1', 'year']",['nan'],"['oct.', '31', '2022']",empReview_70655351
121,"['great', 'place', 'work']",4.0,['amazon'],['positive'],['positive'],['positive'],"['good', 'job', 'environment', 'excellent', 'team']","['shift', 'midnight']","['current', 'employee']",['nan'],"['oct.', '31', '2022']",empReview_70663558
122,['slave'],2.0,['amazon'],['neutral'],['neutral'],['neutral'],"['people', 'pretty', 'great']","['work', 'u', 'bone']","['former', 'employee', 'less', '1', 'year']",['nan'],"['nov.', '15', '2022']",empReview_71093266
123,"['amaze', 'company', 'less', 'focus', 'work', 'life', 'balance']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['lot', 'learn', 'company', 'big', 'internal', 'movement', 'encourage']","['onboarding', 'difficult', 'could', 'take', 'month', 'settle']","['current', 'employee']",['toronto'],"['oct.', '31', '2022']",empReview_70643251
124,"['market', 'product']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['awesome', 'work', 'culture', 'healthy', 'community']","['hire', 'fire', 'comapny', 'eat']","['current', 'employee']",['nan'],"['oct.', '29', '2022']",empReview_70614579
125,['none'],1.0,['amazon'],['negative'],['negative'],['negative'],"['decent', 'pay…', 'pro']","['long', 'hour', 'poor', 'management', 'hr', 'suck', 'overall', '0', 'star', '..']","['former', 'employee']",['caledon'],"['dec.', '4', '2022']",empReview_71606446
126,"['great', 'company']",5.0,['amazon'],['positive'],['positive'],['positive'],"['good', 'leadership', 'friendly', 'colleague']","['con', 'mention']","['former', 'employee']",['nan'],"['oct.', '28', '2022']",empReview_70601239
127,"['1', 'year', 'review']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['total', 'compensation', 'competitive', 'compare', 'others']","['work', 'life', 'balance', 'non-existant']","['current', 'employee']",['mississauga'],"['oct.', '28', '2022']",empReview_70588847
128,"['nice', 'company', 'work']",4.0,['amazon'],['positive'],['positive'],['positive'],"['good', 'life', 'work', 'balance', 'good', 'salary']","[""n't"", 'like', 'way', 'use', 'money']","['current', 'employee', '1', 'year']","['vancouver', 'bc']","['oct.', '29', '2022']",empReview_70603130
129,"['labour', 'legislation']",1.0,['amazon'],['negative'],['error'],['error'],"['pretty', 'easy', 'money']","['many', 'rule', 'follow']","['former', 'employee', 'less', '1', 'year']",['nan'],"['dec.', '2', '2022']",empReview_71578633
130,"['ok', 'place']",5.0,['amazon'],['neutral'],['neutral'],['neutral'],"['chill', 'bad', 'ok']","['bad', 'good', 'great']","['current', 'employee']",['ottawa'],"['oct.', '24', '2022']",empReview_70434756
131,"['would', 'reccomend']",1.0,['amazon'],['neutral'],['neutral'],['neutral'],"['full', 'time', 'job']","['unreasonable', 'wok', 'expectation', 'little', 'bathroom', 'break', 'toxic', 'culture']","['former', 'employee']",['nan'],"['nov.', '28', '2022']",empReview_71445519
132,"['standard', 'employer']",4.0,['amazon'],['positive'],['neutral'],['neutral'],"['environment', 'encourage', 'deliver', 'faster', 'take', 'ownership', 'good', 'leadership']","['write', 'culture', 'usually', 'benefit', 'back', 'lack', 'integrate', 'user', 'experience', 'unify', 'vision', 'limit', 'benefit', 'standard', 'compensation', 'package', 'high', 'low']","['current', 'employee', '3', 'year']",['nan'],"['oct.', '23', '2022']",empReview_70424565
133,"['long', 'hour', 'continuously', 'change', 'direction']",3.0,['amazon'],['negative'],['negative'],['negative'],"['average', 'salary', 'work', 'home', 'option']","['holiday', 'long', 'hour', 'poor', 'career', 'development']","['current', 'employee', '1', 'year']",['nan'],"['nov.', '6', '2022']",empReview_70829582
134,"['good', 'place', 'work', 'career', 'hungry', 'people']",3.0,['amazon'],['neutral'],['error'],['positive'],"['good', 'opportunity', 'grow', 'within', 'amazon']","['squeeze', 'every', 'single', 'drop', 'even', 'pay', 'get', 'ready', 'trample', 'grow']","['current', 'employee', '3', 'year']",['mississauga'],"['nov.', '6', '2022']",empReview_70833742
135,"['lot', 'work']",3.0,['amazon'],['negative'],['error'],['error'],"['salary', 'professional', 'good', 'job', 'good', 'experience']","['bad', 'condition', 'unhumain', 'condition', 'lot', 'work']","['current', 'employee', 'less', '1', 'year']","['montreal', 'qc']","['nov.', '6', '2022']",empReview_70837405
136,"['good', 'overall']",4.0,['amazon'],['neutral'],['neutral'],['neutral'],"['company', 'good', 'benefit', 'hire', 'policy', 'inclusive', 'open', 'accommodation', 'safe', 'environment']","['long', 'time', 'standing/walking', 'comfortable']","['current', 'employee']",['nan'],"['oct.', '23', '2022']",empReview_70414139
137,['stressfull'],3.0,['amazon'],['neutral'],['neutral'],['neutral'],"['great', 'supportive', 'team', 'variety', 'project']","['much', 'work', 'stressfull']","['current', 'employee']",['nan'],"['nov.', '5', '2022']",empReview_70816174
138,"['great', 'benefit', 'wonderful', 'opportunity', 'learn']",5.0,['amazon'],['positive'],['positive'],['positive'],"['1.', 'role', 'provide', 'great', 'benefit', 'pay', '2.', 'great', 'learning', 'resource', 'provide']","['work', 'might', 'cumbersome']","['current', 'employee', '3', 'year']",['toronto'],"['oct.', '22', '2022']",empReview_70397182
