id,current_employee,Pros_Dominant_Topic,Pros_Topic_Perc_Contrib,Pros_Keywords,Cons_Dominant_Topic,Cons_Topic_Perc_Contrib,Cons_Keywords
empReview_71716494,current employee,0,0.7172,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4959,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71716938,former employee,0,0.8005,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.391,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71717912,current employee,0,0.5958,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.639,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71719278,former employee,0,0.9462,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7467,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72570687,current employee,0,0.9068,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.7481,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72570804,former employee,0,0.9056,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5885,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72577040,former employee,0,0.5576,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.3942,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72580793,former employee,0,0.9261,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5117,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72580948,current employee,0,0.9588,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6143,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72581999,former employee,0,0.8603,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.7575,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72592594,former employee,0,0.9357,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4176,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72592613,current employee,1,0.7887,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.3646,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72598819,former employee,0,0.9456,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6097,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72070367,current employee,0,0.9472,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6192,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72074249,current employee,1,0.8738,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5846,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72075669,current employee,0,0.9405,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6263,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72078657,current employee,0,0.8109,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6098,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71694923,current employee,1,0.5219,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5852,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71695237,former employee,0,0.642,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.651,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71695436,current employee,1,0.5058,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.6957,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71696820,current employee,0,0.8758,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6735,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71697974,current employee,1,0.5099,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.7839,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71699012,current employee,0,0.6488,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4973,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71699121,current employee,1,0.8015,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5098,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71699165,current employee,0,0.9622,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5103,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71699951,current employee,0,0.8925,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.8377,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72052346,former employee,1,0.5331,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5526,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72052585,current employee,0,0.9469,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5798,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72052920,former employee,0,0.5949,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4342,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72053753,former employee,0,0.6568,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.681,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72053956,former employee,0,0.9193,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8953,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72054964,current employee,0,0.8811,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.4796,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72054967,current employee,0,0.7919,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4967,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72055638,current employee,0,0.943,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8363,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72061447,current employee,1,0.7194,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.55,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72063204,current employee,1,0.6604,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5983,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71670457,current employee,0,0.9256,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4922,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71670886,current employee,1,0.596,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4547,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71672064,current employee,1,0.644,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7773,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71672123,current employee,0,0.7596,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4922,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71673599,current employee,0,0.74,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4864,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71674625,current employee,0,0.9372,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.8252,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71674781,current employee,1,0.6154,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.717,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71675271,former employee,0,0.9365,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6511,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71676621,current employee,0,0.6217,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.7105,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71677557,current employee,0,0.9069,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5756,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71674781,current employee,1,0.6154,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.717,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71675271,former employee,0,0.9365,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6511,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71676621,current employee,0,0.6216,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.7105,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71677557,current employee,0,0.9069,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5756,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71677795,current employee,1,0.7757,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.6125,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71678116,current employee,0,0.8998,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9093,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71678973,current employee,1,0.8445,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5165,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71679214,current employee,1,0.9135,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5266,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71679988,current employee,1,0.9507,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5296,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71680088,current employee,0,0.6602,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6605,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72069427,former employee,1,0.566,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5437,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72070027,former employee,1,0.5934,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4214,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71660462,current employee,0,0.926,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5476,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71661352,current employee,0,0.5751,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4741,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71661407,current employee,1,0.7325,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5017,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71661522,current employee,1,0.589,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5027,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71663566,former employee,1,0.5121,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.5176,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71664500,current employee,1,0.7239,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.3539,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71667009,current employee,1,0.8734,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4878,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71669948,former employee,0,0.6752,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6964,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71676798,current employee,1,0.8411,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.397,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71677585,current employee,0,0.9381,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6197,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71680426,current employee,0,0.6913,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5656,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71681029,current employee,1,0.8371,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6606,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71685589,former employee,1,0.8151,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.8691,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71685668,current employee,1,0.9529,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6282,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71686367,current employee,1,0.9119,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5432,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71688187,current employee,1,0.7325,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7294,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71688390,current employee,1,0.6693,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.7429,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71688517,current employee,0,0.7896,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.604,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71690766,current employee,0,0.9432,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5857,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71967289,former employee,0,0.9327,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6036,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72015435,current employee,0,0.9722,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.4189,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72016211,current employee,0,0.9361,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6972,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72016585,former employee,0,0.9448,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.3582,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72016824,current employee,0,0.6608,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9252,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72017491,current employee,1,0.5931,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5092,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72018203,current employee,0,0.9258,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.7877,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72020468,former employee,1,0.965,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.486,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72021012,current employee,0,0.7098,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.3855,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71634397,current employee,1,0.935,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5153,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71634703,current employee,1,0.5907,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5298,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71634777,current employee,1,0.8007,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.8815,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71635342,current employee,1,0.8101,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4712,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71635678,current employee,0,0.8247,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4065,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71635687,current employee,0,0.712,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4099,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71636359,current employee,1,0.788,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4225,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71637099,current employee,0,0.8153,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5059,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71638153,current employee,0,0.9096,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5251,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71639751,current employee,0,0.9508,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.8101,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71643325,current employee,1,0.6598,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5595,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71644005,current employee,0,0.9051,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5756,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71644565,former employee,0,0.9461,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.86,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71644630,former employee,0,0.8768,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8691,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71646835,current employee,1,0.6384,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.7087,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71646901,current employee,0,0.9315,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5453,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71647011,current employee,1,0.503,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7072,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71648524,former employee,0,0.7467,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6106,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71648673,current employee,1,0.9119,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4505,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71648714,current employee,1,0.814,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.409,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71650221,former employee,0,0.8972,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.7285,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71651769,former employee,0,0.7988,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4985,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71651836,current employee,0,0.6719,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.6405,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71652606,current employee,1,0.7027,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.8702,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71652887,current employee,1,0.6019,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.783,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71653083,current employee,0,0.5182,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.6106,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71653095,current employee,1,0.8543,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.6115,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71653362,current employee,1,0.8184,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5396,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71653392,current employee,1,0.6704,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.4618,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71654279,current employee,1,0.852,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.7385,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71650195,former employee,1,0.5592,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.541,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71650470,current employee,1,0.9051,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.6006,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71653410,current employee,0,0.9472,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4901,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71656087,current employee,0,0.9332,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5552,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71659130,current employee,1,0.6864,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.7184,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71983400,current employee,0,0.9381,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7192,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71983937,current employee,1,0.576,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.4707,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71984031,current employee,0,0.5758,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5573,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71984843,current employee,0,0.9076,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4675,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71985603,former employee,0,0.9256,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9308,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71984031,current employee,0,0.5758,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5573,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71984843,current employee,0,0.9076,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4675,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71985603,former employee,0,0.9256,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9308,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71985718,former employee,1,0.5972,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.4475,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71985734,current employee,0,0.6796,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4606,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71985835,former employee,0,0.9261,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.4913,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71987462,former employee,0,0.5721,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.8053,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71990961,current employee,1,0.6889,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7171,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71991440,current employee,1,0.5565,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.5939,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71993411,current employee,0,0.8297,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.8255,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71618720,former employee,0,0.9251,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6488,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71618750,current employee,1,0.8263,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.6664,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71619974,former employee,0,0.906,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7383,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71621490,current employee,0,0.6057,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6911,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71621891,current employee,1,0.8453,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.6642,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71621974,current employee,1,0.7708,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.8912,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71623056,current employee,1,0.7792,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5744,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71623111,current employee,1,0.751,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5699,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71624338,current employee,0,0.9384,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4766,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71626542,current employee,0,0.5263,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8953,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71628563,current employee,1,0.5612,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.8444,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72456116,current employee,1,0.6719,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.3947,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72458484,former employee,0,0.8754,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6253,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72463180,former employee,0,0.6147,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.9231,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72465076,current employee,0,0.8909,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5207,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72473623,current employee,1,0.5923,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5341,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72474854,current employee,0,0.8925,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5555,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72476881,current employee,1,0.7764,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5909,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72478587,current employee,1,0.8322,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.59,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72481189,former employee,0,0.537,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.5472,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72486418,former employee,0,0.9615,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4202,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71982332,former employee,0,0.8686,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.5767,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71985358,current employee,1,0.7635,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.5549,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71987108,former employee,0,0.9009,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8903,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71991092,former employee,1,0.6703,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.5219,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71992044,former employee,0,0.8599,"good, work, great, pay, benefit, time, job, environment, day, salary",1,0.4508,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_72001449,current employee,0,0.9255,"good, work, great, pay, benefit, time, job, environment, day, salary",2,0.5766,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_72002542,former employee,0,0.5537,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.4132,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_72003034,former employee,0,0.9067,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6241,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71604159,current employee,1,0.7217,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",0,0.5373,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71604302,former employee,1,0.5034,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",1,0.7451,"get, bad, pay, balance, good, culture, life, team, could, company"
empReview_71605785,current employee,1,0.5725,"opportunity, learn, amazon, lot, growth, work, team, company, get, people",2,0.4999,"n't, con, job, manager, amazon, employee, like, make, people, many"
empReview_71607344,current employee,0,0.8972,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8952,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71607666,former employee,0,0.958,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.8102,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71608321,current employee,0,0.6944,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.7097,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
empReview_71608714,current employee,0,0.9256,"good, work, great, pay, benefit, time, job, environment, day, salary",0,0.6253,"work, hour, time, long, lot, day, shift, much, sometimes, hard"
